code,permno,ticker,name,exchcd,shrcd,first_date,last_date,active,included,dlstcd
us.20892,20892,COIN,COINBASE GLOBAL INC,3,11,2021-04-15,2024-12-31,True,True,100
us.20893,20893,AGL,AGILON HEALTH INC,1,11,2021-04-16,2024-12-31,True,True,100
us.20894,20894,APP,APPLOVIN CORP,3,11,2021-04-16,2024-12-31,True,True,100
us.20895,20895,TSP,TUSIMPLE HOLDINGS INC,3,11,2021-04-16,2024-02-06,False,True,570
us.20898,20898,RXRX,RECURSION PHARMACEUTICALS INC,3,11,2021-04-19,2024-12-31,True,True,100
us.20899,20899,KNBE,KNOWBE4 INC,3,11,2021-04-23,2023-01-31,False,True,233
us.20900,20900,ZY,ZYMERGEN INC,3,11,2021-04-23,2022-10-18,False,True,231
us.20901,20901,AGTI,AGILITI INC,1,11,2021-04-26,2024-05-06,False,True,233
us.20902,20902,SWIM,LATHAM GROUP INC,3,11,2021-04-26,2024-12-31,True,True,100
us.20903,20903,EATZ,ADVISORSHARES TRUST,4,73,2021-04-22,2024-12-31,True,False,100
us.20904,20904,BEDZ,ADVISORSHARES TRUST,4,73,2021-04-22,2024-12-31,True,False,100
us.20905,20905,DMCY,ADVISORS INNER CIRCLE FUND III,4,73,2021-04-05,2024-12-31,True,False,100
us.20906,20906,AMPI,ADVANCED MERGER PARTNERS INC,1,11,2021-04-23,2022-12-14,False,True,450
us.20907,20907,BOAS,B O A ACQUISITION CORP,1,11,2021-04-06,2022-10-26,False,True,231
us.20908,20908,BITE,BITE ACQUISITION CORP,2,11,2021-04-06,2024-06-28,False,True,231
us.20911,20911,LCTU,BLACKROCK E T F TRUST,4,73,2021-04-09,2024-12-31,True,False,100
us.20912,20912,LCTD,BLACKROCK E T F TRUST,4,73,2021-04-09,2024-12-31,True,False,100
us.20913,20913,CGAU,CENTERRA GOLD INC,1,12,2021-04-16,2024-12-31,True,True,100
us.20914,20914,CCVI,CHURCHILL CAPITAL CORP VI,1,11,2021-04-06,2023-12-01,False,True,450
us.20915,20915,CVII,CHURCHILL CAPITAL CORP VII,3,11,2021-04-06,2024-08-16,False,True,450
us.20916,20916,COMP,COMPASS INC,1,11,2021-04-05,2024-12-31,True,True,100
us.20919,20919,PL,PLANET LABS P B C,1,11,2021-04-27,2024-12-31,True,True,100
us.20920,20920,DV,DOUBLEVERIFY HOLDINGS INC,1,11,2021-04-22,2024-12-31,True,True,100
us.20921,20921,FORH,E T F OPPORTUNITIES TRUST,4,73,2021-05-03,2024-12-31,True,False,100
us.20922,20922,VSLU,E T F OPPORTUNITIES TRUST,4,73,2021-05-03,2024-12-31,True,False,100
us.20923,20923,EDR,ENDEAVOR GROUP HOLDINGS INC,1,11,2021-04-30,2024-12-31,True,True,100
us.20924,20924,FACA,FIGURE ACQUISITION CORP I,1,11,2021-04-13,2022-12-29,False,True,450
us.20927,20927,FOA,FINANCE OF AMERICA COMPANIES INC,1,11,2021-04-06,2024-12-31,True,True,100
us.20928,20928,DAPR,FIRST TRUST E T F VIII,5,73,2021-04-20,2024-12-31,True,False,100
us.20929,20929,FAPR,FIRST TRUST E T F VIII,5,73,2021-04-20,2024-12-31,True,False,100
us.20930,20930,SOC,SABLE OFFSHORE CORP,1,11,2021-04-20,2024-12-31,True,True,100
us.20931,20931,FRXB,FOREST ROAD ACQUISITION CORP II,1,11,2021-05-03,2023-12-12,False,True,450
us.20932,20932,FSNB,FUSION ACQUISITION CORP II,1,11,2021-04-20,2023-10-11,False,True,584
us.20935,20935,EAPR,INNOVATOR E T F S TRUST,4,73,2021-04-05,2024-12-31,True,False,100
us.20936,20936,IAPR,INNOVATOR E T F S TRUST,4,73,2021-04-05,2024-12-31,True,False,100
us.20937,20937,XDSQ,INNOVATOR E T F S TRUST,5,73,2021-04-05,2024-12-31,True,False,100
us.20938,20938,XDAP,INNOVATOR E T F S TRUST,5,73,2021-04-05,2024-12-31,True,False,100
us.20939,20939,XBAP,INNOVATOR E T F S TRUST,5,73,2021-04-05,2024-12-31,True,False,100
us.20940,20940,XTAP,INNOVATOR E T F S TRUST,5,73,2021-04-05,2024-12-30,True,False,100
us.20943,20943,QTAP,INNOVATOR E T F S TRUST,5,73,2021-04-05,2024-12-31,True,False,100
us.20944,20944,XDQQ,INNOVATOR E T F S TRUST,5,73,2021-04-05,2024-12-31,True,False,100
us.20945,20945,GETR,GETAROUND INC,1,11,2021-04-28,2024-07-09,False,True,560
us.20946,20946,IPVF,INTERPRIVATE III FINL PTNRS INC,2,11,2021-04-28,2023-12-08,False,True,450
us.20947,20947,GBLD,INVESCO E T F TRUST II,4,73,2021-04-23,2024-12-31,True,False,100
us.20948,20948,KCAC,KENSINGTON CAPITAL ACQ CORP II,1,11,2021-04-20,2021-10-01,False,True,231
us.20949,20949,APRZ,LISTED FUNDS TRUST,5,73,2021-04-05,2024-12-31,True,False,100
us.20950,20950,LOKM,LIVE OAK MOBILITY ACQ CORP,1,11,2021-04-23,2023-03-06,False,True,450
us.20951,20951,MBAC,M3 BRIGADE ACQUISITION II CORP,1,11,2021-04-27,2023-12-08,False,True,450
us.20952,20952,MACC,MISSION ADVANCEMENT CORP,1,11,2021-04-28,2022-12-07,False,True,450
us.20953,20953,NSTC,NORTHERN STAR INVEST CORP III,1,11,2021-04-23,2023-09-06,False,True,584
us.20954,20954,NSTD,NORTHERN STAR INVEST CORP IV,1,11,2021-04-23,2023-09-12,False,True,584
us.20955,20955,NPCT,NUVEEN CORE PLUS IMPACT FUND,1,44,2021-04-29,2024-12-31,True,False,100
us.20956,20956,PAB,P G I M ETF TRUST,4,73,2021-04-16,2024-12-31,True,False,100
us.20957,20957,PSFM,PACER FUNDS TRUST,5,73,2021-04-05,2024-12-31,True,False,100
us.20958,20958,PSMR,PACER FUNDS TRUST,5,73,2021-04-05,2024-12-31,True,False,100
us.20959,20959,PSCW,PACER FUNDS TRUST,5,73,2021-04-05,2024-12-31,True,False,100
us.20960,20960,PICC,PIVOTAL INVESTMENT CORP III,1,11,2021-04-05,2023-02-07,False,True,584
us.20961,20961,EMHC,SPDR SERIES TRUST,4,73,2021-04-09,2024-12-31,True,False,100
us.20962,20962,SBII,SANDBRIDGE X2 CORP,1,11,2021-05-03,2022-11-29,False,True,450
us.20963,20963,SCHY,SCHWAB STRATEGIC TRUST,4,73,2021-04-30,2024-12-31,True,False,100
us.20964,20964,SPGS,SIMON PROPERTY GP ACQ HLDGS INC,1,11,2021-04-13,2022-12-15,False,True,450
us.20965,20965,SLAC,SOCIAL LEVERAGE ACQ CORP I,3,11,2021-04-06,2024-02-23,False,True,450
us.20966,20966,SPAQ,SPARTAN ACQUISITION CORP III,1,11,2021-04-05,2022-03-16,False,True,231
us.20967,20967,TWIO,SPINNAKER E T F SERIES,4,73,2021-04-05,2024-12-31,True,False,100
us.20970,20970,TSPQ,T C W SPECIAL PURPOSE ACQ CORP,1,11,2021-04-26,2022-12-15,False,True,450
us.20971,20971,XVOL,TIDAL E T F TRUST,5,73,2021-04-23,2024-12-31,True,False,100
us.20972,20972,PATH,UIPATH INC,1,11,2021-04-22,2024-12-31,True,True,100
us.20973,20973,UGCE,UNCOMMON INVESTMENT FUNDS TR,4,73,2021-04-19,2022-07-22,False,False,450
us.20974,20974,HUGS,U S H G ACQUISITION CORP,1,11,2021-04-20,2022-12-27,False,True,450
us.20975,20975,DAVE,DAVE INC,3,11,2021-04-27,2024-12-31,True,True,100
us.20978,20978,VUSB,VANGUARD BOND INDEX FUNDS,5,73,2021-04-08,2024-12-31,True,False,100
us.20979,20979,WARR,WARRIOR TECHNOLOGIES ACQ CO,1,11,2021-04-20,2022-09-02,False,True,450
us.20980,20980,ATAQ,ALTIMAR ACQUISITION CORP III,1,12,2021-04-27,2023-09-07,False,True,450
us.20981,20981,APGB,APOLLO STRATEGIC GROWTH CAP II,1,12,2021-04-06,2023-11-27,False,True,450
us.20982,20982,ANAC,ARCTOS NORTHSTAR ACQ CORP,1,12,2021-04-16,2023-02-24,False,True,450
us.20983,20983,AUS,AUSTERLITZ ACQUISITION CORP I,1,12,2021-04-20,2022-11-22,False,True,450
us.20986,20986,ASZ,AUSTERLITZ ACQUISITION CORP II,1,12,2021-04-20,2022-11-22,False,True,450
us.20987,20987,CHAA,CATCHA INVESTMENT CORP,2,12,2021-04-06,2024-07-09,False,True,231
us.20988,20988,CLAA,COLONNADE ACQUISITION CORP II,1,12,2021-05-03,2023-03-10,False,True,450
us.20989,20989,ESM,E S M ACQUISITION CORP,1,12,2021-05-03,2023-03-09,False,True,450
us.20990,20990,CSLR,COMPLETE SOLARIA INC,3,11,2021-04-20,2024-12-31,True,True,100
us.20991,20991,GENI,GENIUS SPORTS LTD,1,12,2021-04-22,2024-12-31,True,True,100
us.20994,20994,FTEV,FINTECH EVOLUTION ACQ GROUP,1,12,2021-04-26,2023-03-03,False,True,450
us.20995,20995,IBER,IBERE PHARMACEUTICALS,1,12,2021-04-20,2023-03-01,False,True,450
us.20996,20996,CTV,INNOVID CORP,1,11,2021-04-07,2024-12-31,True,True,100
us.20997,20997,IACC,ION ACQUISITION CORP 3 LTD,1,12,2021-05-03,2022-11-17,False,True,450
us.20998,20998,LUCK,LUCKY STRIKE ENTERTAINMENT CORP,1,11,2021-04-27,2024-12-31,True,True,100
us.20999,20999,LOCL,LOCAL BOUNTI CORP,1,11,2021-04-20,2024-12-31,True,True,100
us.21000,21000,PDOT,PERIDOT ACQUISITION CORP II,1,12,2021-05-03,2023-03-10,False,True,450
us.21001,21001,TPGS,T P G PACE SOLUTIONS CORP,1,12,2021-04-12,2021-12-06,False,True,231
us.21002,21002,LLAP,TERRAN ORBITAL CORP,1,11,2021-04-26,2024-10-29,False,True,233
us.21003,21003,TWNI,TAILWIND INTERNATIONAL ACQ CORP,1,12,2021-04-12,2023-04-03,False,True,584
us.21006,21006,YTPG,T P G PACE BENEFICIAL II CORP,1,12,2021-04-15,2023-04-14,False,True,450
us.21007,21007,RGTI,RIGETTI COMPUTING INC,3,11,2021-04-23,2024-12-31,True,True,100
us.21008,21008,TRCA,TWIN RIDGE CAPITAL ACQ CORP,1,12,2021-04-27,2023-11-02,False,True,231
us.21009,21009,WPCB,WARBURG PINCUS CAP CORP I B,1,12,2021-04-28,2023-03-09,False,True,450
us.21010,21010,WPCA,WARBURG PINCUS CAP CORP I A,1,12,2021-04-29,2023-03-09,False,True,450
us.21011,21011,ACAH,ATLANTIC COASTAL ACQ CORP,3,11,2021-04-27,2024-02-23,False,True,584
us.21014,21014,ACQR,INDEPENDENCE HOLDINGS CORP,3,12,2021-05-19,2023-03-10,False,True,450
us.21015,21015,AGGR,AGILE GROWTH CORP,3,12,2021-05-07,2023-03-10,False,True,450
us.21016,21016,AKYA,AKOYA BIOSCIENCES INC,3,11,2021-04-19,2024-12-31,True,True,100
us.21017,21017,ALKT,ALKAMI TECHNOLOGY INC,3,11,2021-04-15,2024-12-31,True,True,100
us.21018,21018,RMCO,ROYALTY MANAGEMENT HOLDING CORP,3,11,2021-05-03,2024-12-31,True,True,100
us.21019,21019,COCH,ENVOY MEDICAL INC,3,11,2021-04-29,2024-12-31,True,True,100
us.21020,21020,AAL,AMERICAN AIRLINES GROUP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.21022,21022,AQWA,GLOBAL X FUNDS,3,73,2021-04-13,2024-12-31,True,False,100
us.21023,21023,AILE,ILEARNINGENGINES INC,3,11,2021-04-26,2024-12-31,True,True,100
us.21024,21024,STIX,SEMANTIX INC,3,12,2021-04-13,2024-04-12,False,True,584
us.21025,21025,BETR,BETTER HOME & FINANCE HLDG CO,3,11,2021-04-27,2024-12-31,True,True,100
us.21026,21026,AVAH,AVEANNA HEALTHCARE HOLDINGS INC,3,11,2021-04-30,2024-12-31,True,True,100
us.21027,21027,BMEA,BIOMEA FUSION INC,3,11,2021-04-19,2024-12-31,True,True,100
us.21028,21028,FAZE,FAZE HOLDINGS INC,3,11,2021-04-13,2024-03-07,False,True,231
us.21029,21029,RUM,RUMBLE INC,3,11,2021-04-13,2024-12-31,True,True,100
us.21030,21030,SLGC,SOMALOGIC INC,3,11,2021-04-16,2024-01-05,False,True,231
us.21031,21031,COLI,COLICITY INC,3,11,2021-04-19,2022-12-20,False,True,450
us.21032,21032,DAPP,VANECK E T F TRUST,3,73,2021-04-15,2024-12-31,True,False,100
us.21033,21033,DHBC,D H B CAPITAL CORP,3,11,2021-04-23,2022-12-09,False,True,450
us.21034,21034,BNAI,BRAND ENGAGEMENT NETWORK INC,3,11,2021-04-28,2024-12-31,True,True,100
us.21035,21035,AONC,AMERICAN ONCOLOGY NETWORK INC,3,11,2021-05-05,2024-06-07,False,True,570
us.21036,21036,EBET,EBET INC,3,11,2021-04-16,2023-10-12,False,True,584
us.21037,21037,EGLX,ENTHUSIAST GAMING HOLDINGS INC,3,12,2021-04-22,2023-10-27,False,True,584
us.21038,21038,EJFA,E J F ACQUISITION CORP,3,12,2021-04-20,2022-06-22,False,True,231
us.21041,21041,EM,SMART SHARE GLOBAL LTD,3,31,2021-04-05,2024-12-31,True,False,100
us.21042,21042,FSRD,FAST RADIUS INC,3,11,2021-04-05,2022-11-17,False,True,584
us.21043,21043,EVOJ,EVO ACQUISITION CORP,3,11,2021-04-05,2023-05-08,False,True,450
us.21044,21044,PIII,P3 HEALTH PARTNERS INC,3,11,2021-04-06,2024-12-31,True,True,100
us.21045,21045,FRSG,FIRST RESERVE SUSTAIN GR CORP,3,11,2021-04-29,2023-03-07,False,True,450
us.21046,21046,FRW,P W P FORWARD ACQUISITION CORP I,3,11,2021-05-06,2022-11-28,False,True,450
us.21049,21049,FSRX,FINSERV ACQUISITION CORP II,3,11,2021-04-19,2023-12-07,False,True,450
us.21050,21050,FTAA,FTAC ATHENA ACQUISITION CORP,3,12,2021-04-19,2023-02-23,False,True,450
us.21051,21051,FTCI,F T C SOLAR INC,3,11,2021-04-29,2024-12-31,True,True,100
us.21052,21052,SDA,SUNCAR TECHNOLOGY GROUP INC,3,12,2021-04-19,2024-12-31,True,True,100
us.21053,21053,BBAI,BIGBEAR AI HOLDINGS INC,1,11,2021-04-05,2024-12-31,True,True,100
us.21054,21054,GIIX,GORES HOLDINGS VIII INC,3,11,2021-04-26,2022-12-29,False,True,450
us.21055,21055,GCO,GENESCO INC,1,11,2006-01-03,2024-12-31,True,True,100
us.21056,21056,ALTI,ALTI GLOBAL INC,3,11,2021-04-27,2024-12-31,True,True,100
us.21057,21057,GSEV,GORES HOLDINGS VII INC,3,11,2021-04-16,2022-12-15,False,True,450
us.21058,21058,HERA,FTAC HERA ACQUISITION CORP,3,12,2021-04-27,2023-03-07,False,True,450
us.21059,21059,HIII,HUDSON EXECUTIVE INV CORP III,3,11,2021-04-20,2022-12-21,False,True,450
us.21060,21060,HOWL,WEREWOLF THERAPEUTICS INC,3,11,2021-05-03,2024-12-31,True,True,100
us.21061,21061,BTMD,BIOTE CORP,3,11,2021-04-23,2024-12-31,True,True,100
us.21062,21062,IFBD,INFOBIRD CO LTD,3,12,2021-04-21,2024-12-31,True,True,100
us.21065,21065,IMPL,IMPEL PHARMACEUTICALS INC,3,11,2021-04-26,2023-12-15,False,True,584
us.21066,21066,INVZ,INNOVIZ TECHNOLOGIES LTD,3,12,2021-04-07,2024-12-31,True,True,100
us.21067,21067,IPVI,INTERPRIVATE IV INFRATECH PT INC,3,11,2021-04-30,2023-04-24,False,True,450
us.21068,21068,QDRO,QUADRO ACQUISITION ONE CORP,3,12,2021-04-14,2024-05-28,False,True,584
us.21069,21069,KARO,KAROOOOO LTD,3,12,2021-04-05,2024-12-31,True,True,100
us.21070,21070,KIII,KISMET ACQUISITION THREE CORP,3,12,2021-04-15,2022-11-18,False,True,584
us.21072,21072,KRT,KARAT PACKAGING INC,3,11,2021-04-16,2024-12-31,True,True,100
us.21073,21073,LGAC,LAZARD GROWTH ACQ CORP I,3,12,2021-04-06,2023-02-21,False,True,450
us.21074,21074,LGO,LARGO INC,3,12,2021-04-20,2024-12-31,True,True,100
us.21075,21075,MACA,MORINGA ACQUISITION CORP,3,12,2021-04-08,2024-08-15,False,True,231
us.21076,21076,ADTH,ADTHEORENT HOLDING CO INC,3,11,2021-04-20,2024-06-20,False,True,233
us.21077,21077,MNMD,MIND MEDICINE MINDMED INC,3,12,2021-04-28,2024-12-31,True,True,100
us.21078,21078,MSAC,MEDICUS SCIENCES ACQ CORP,3,12,2021-04-06,2023-02-17,False,True,450
us.21079,21079,NBST,NEWBURY STREET ACQUISITION CORP,3,11,2021-04-29,2024-09-09,False,True,584
us.21080,21080,NDAC,NIGHTDRAGON ACQUISITION CORP,3,11,2021-04-23,2022-12-02,False,True,450
us.21081,21081,NPCE,NEUROPACE INC,3,11,2021-04-23,2024-12-31,True,True,100
us.21082,21082,NVSA,NEW VISTA ACQUISITION CORP,3,12,2021-04-13,2023-02-21,False,True,450
us.21083,21083,OHPA,ORION ACQUISITION CORP,3,11,2021-04-26,2022-12-01,False,True,450
us.21084,21084,PANA,PANACEA ACQUISITION CORP II,3,12,2021-04-08,2023-04-18,False,True,450
us.21085,21085,MVLA,MOVELLA HOLDINGS INC,3,11,2021-04-12,2024-04-01,False,True,584
us.21086,21086,AEON,AEON BIOPHARMA INC,2,11,2021-04-13,2024-12-31,True,True,100
us.21087,21087,PRVA,PRIVIA HEALTH GROUP INC,3,11,2021-04-30,2024-12-31,True,True,100
us.21088,21088,PSAG,PROPERTY SOLUTIONS ACQ CORP II,3,11,2021-04-14,2022-12-22,False,True,450
us.21089,21089,RAIN,RAIN ONCOLOGY INC,3,11,2021-04-26,2024-01-25,False,True,261
us.21090,21090,RCAT,RED CAT HOLDINGS INC,3,11,2021-05-03,2024-12-31,True,True,100
us.21091,21091,OKUR,ONKURE THERAPEUTICS INC,3,11,2021-04-12,2024-12-31,True,True,100
us.21092,21092,RXRA,RXR ACQUISITION CORP,3,11,2021-04-28,2022-12-20,False,True,450
us.21093,21093,SBEA,SILVERBOX ENGAGED MERGER CORP I,3,11,2021-04-23,2022-02-09,False,True,231
us.21094,21094,SCLE,BROADSCALE ACQUISITION CORP,3,11,2021-04-06,2022-12-09,False,True,450
us.21095,21095,SCOB,SCION TECH GROWTH II,3,12,2021-04-06,2023-02-10,False,True,450
us.21096,21096,SKYT,SKYWATER TECHNOLOGY INC,3,11,2021-04-22,2024-12-31,True,True,100
us.21097,21097,SLAM,SLAM CORP,3,12,2021-04-16,2024-08-26,False,True,584
us.21099,21099,SPTK,SPORTSTEK ACQUISITION CORP,3,11,2021-04-12,2022-12-27,False,True,450
us.21102,21102,DNA,GINKGO BIOWORKS HOLDINGS INC,1,11,2021-04-20,2024-12-31,True,True,100
us.21103,21103,SBIG,SPRINGBIG HOLDINGS INC,3,11,2021-04-06,2023-09-01,False,True,584
us.21104,21104,TCVA,T C V ACQUISITION CORP,3,12,2021-04-15,2023-04-13,False,True,450
us.21105,21105,TMCI,TREACE MEDICAL CONCEPTS INC,3,11,2021-04-26,2024-12-31,True,True,100
us.21106,21106,TRKA,TROIKA MEDIA GROUP INC,3,11,2021-04-21,2023-12-15,False,True,584
us.21107,21107,TSIB,TISHMAN SPEYER INNOVAT CORP II,3,11,2021-04-06,2022-11-30,False,True,450
us.21108,21108,TWLV,TWELVE SEAS INVESTMENT CO II,3,11,2021-04-21,2024-06-07,False,True,584
us.21109,21109,UROY,URANIUM ROYALTY CORP,3,12,2021-04-29,2024-12-31,True,True,100
us.21110,21110,WTO,UTIME LTD,3,12,2021-04-07,2024-12-31,True,True,100
us.21111,21111,BRNS,BARNINTHUS BIOTHERAPEUTICS PLC,3,31,2021-05-03,2024-12-31,True,False,100
us.21112,21112,VECT,VECTIVBIO HOLDING A G,3,12,2021-04-12,2023-07-07,False,True,233
us.21113,21113,VELO,VELOCITY ACQUISITION CORP,3,11,2021-04-19,2022-12-20,False,True,450
us.21114,21114,MLGO,MICROALGO INC,3,12,2021-04-14,2024-12-31,True,True,100
us.21115,21115,VPCB,V P C IMPACT ACQ HLDGS II,3,12,2021-05-05,2023-03-20,False,True,450
us.21116,21116,WFCF,WHERE FOOD COMES FROM INC,3,11,2021-04-13,2024-12-31,True,True,100
us.21117,21117,CORZ,CORE SCIENTIFIC INC,3,11,2021-04-06,2022-12-30,False,True,584
us.21118,21118,HNST,HONEST COMPANY INC,3,11,2021-05-06,2024-12-31,True,True,100
us.21120,21120,VMEO,VIMEO INC,3,11,2021-05-26,2024-12-31,True,True,100
us.21121,21121,SQSP,SQUARESPACE INC,1,11,2021-05-20,2024-10-16,False,True,233
us.21122,21122,FLYW,FLYWIRE CORP,3,11,2021-05-27,2024-12-31,True,True,100
us.21123,21123,PAY,PAYMENTUS HOLDINGS INC,1,11,2021-05-27,2024-12-31,True,True,100
us.21124,21124,OGN,ORGANON & CO,1,11,2021-06-04,2024-12-31,True,True,100
us.21125,21125,ZIP,ZIPRECRUITER INC,1,11,2021-05-27,2024-12-31,True,True,100
us.21135,21135,FOE,FERRO CORP,1,11,2006-01-03,2022-04-21,False,True,233
us.21152,21152,CAJ,CANON INC,1,31,2006-01-03,2023-03-06,False,False,570
us.21178,21178,LMT,LOCKHEED MARTIN CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.21186,21186,WRK,WESTROCK CO,1,11,2006-01-03,2024-07-05,False,True,241
us.21193,21193,AAQC,ACCELERATE ACQUISITION CORP,1,11,2021-05-11,2022-12-14,False,True,450
us.21195,21195,ATFV,ALGER E T F TRUST,4,73,2021-05-05,2024-12-31,True,False,100
us.21196,21196,MBOX,E A SERIES TRUST,4,73,2021-05-06,2024-12-31,True,False,100
us.21197,21197,YPS,ARROW INVESTMENTS TRUST,5,73,2021-05-25,2024-02-26,False,False,450
us.21198,21198,HLGN,HELIOGEN INC,1,11,2021-05-10,2023-11-07,False,True,584
us.21199,21199,BGSX,BUILD ACQUISITION CORP,1,11,2021-05-17,2023-03-16,False,True,450
us.21200,21200,SOGU,COLLABORATIVE INV SERIES TRUST,3,73,2021-05-20,2022-08-05,False,False,231
us.21201,21201,DSPC,COLLABORATIVE INV SERIES TRUST,3,73,2021-05-20,2022-08-05,False,False,231
us.21202,21202,FATT,COLLABORATIVE INV SERIES TRUST,3,73,2021-05-26,2022-01-21,False,False,450
us.21203,21203,FOMO,COLLABORATIVE INV SERIES TRUST,5,73,2021-05-26,2022-08-05,False,False,231
us.21204,21204,PSY,E T F SERIES SOLUTIONS,4,73,2021-06-01,2022-08-29,False,False,450
us.21205,21205,MJUS,E T F MANAGERS TRUST,4,73,2021-05-14,2024-01-26,False,False,231
us.21206,21206,SXQG,EXCHANGE TRADED CONCEPTS TR,4,73,2021-05-12,2024-12-31,True,False,100
us.21207,21207,NEM,NEWMONT CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.21209,21209,BITQ,EXCHANGE TRADED CONCEPTS TR,4,73,2021-05-13,2024-12-31,True,False,100
us.21210,21210,FIGS,F I G S INC,1,11,2021-05-28,2024-12-31,True,True,100
us.21211,21211,FZT,FAST ACQUISITION CORP II,1,11,2021-05-07,2023-10-05,False,True,242
us.21212,21212,FMNY,FIRST TR EXCHANGE TRADED FD III,4,73,2021-05-14,2024-12-31,True,False,100
us.21213,21213,ILDR,FIRST TRUST E T F VIII,4,73,2021-05-27,2024-12-31,True,False,100
us.21214,21214,EPRE,FIRST TRUST E T F VIII,4,73,2021-05-28,2022-10-21,False,False,450
us.21217,21217,FVIV,FORTRESS VALUE ACQ CORP IV,1,11,2021-05-07,2022-11-22,False,True,450
us.21218,21218,GAPA,G & P ACQUISITION CORP,1,11,2021-05-04,2022-11-15,False,True,584
us.21219,21219,GPOR,GULFPORT ENERGY CORP,1,11,2021-05-19,2024-12-31,True,True,100
us.21220,21220,LQDB,ISHARES TRUST,4,73,2021-05-21,2024-12-31,True,False,100
us.21221,21221,KAHC,K K R ACQ HOLDINGS I CORP,1,11,2021-05-10,2022-12-14,False,True,450
us.21222,21222,LEV,LION ELECTRIC CO,1,12,2021-05-10,2024-12-16,False,True,574
us.21225,21225,MAYZ,LISTED FUNDS TRUST,5,73,2021-05-04,2024-12-31,True,False,100
us.21226,21226,LGV,LONGVIEW ACQUISITION CORP II,1,11,2021-05-11,2022-12-14,False,True,450
us.21227,21227,NBXG,NEUBERGER BERMAN NEXT GEN CON FD,1,14,2021-05-27,2024-12-31,True,True,100
us.21228,21228,NEWP,NEW PACIFIC METALS CORP,2,12,2021-05-21,2024-12-31,True,True,100
us.21229,21229,NGC,NORTHERN GENESIS ACQ CORP III,1,11,2021-05-18,2023-03-24,False,True,450
us.21230,21230,NMG,NOUVEAU MONDE GRAPHITE INC,1,12,2021-05-25,2024-12-31,True,True,100
us.21231,21231,WGL,W G L HOLDINGS INC,1,11,2006-01-03,2018-07-06,False,True,233
us.21233,21233,OG,ONION GLOBAL LTD,1,31,2021-05-10,2023-01-03,False,False,552
us.21234,21234,PLTL,PRINCIPAL EXCHANGE TRADED FUNDS,5,73,2021-05-21,2023-10-09,False,False,450
us.21235,21235,PLRG,PRINCIPAL EXCHANGE TRADED FUNDS,5,73,2021-05-21,2023-10-11,False,False,450
us.21236,21236,PXUS,PRINCIPAL EXCHANGE TRADED FUNDS,5,73,2021-05-28,2023-10-12,False,False,450
us.21237,21237,PCOR,PROCORE TECHNOLOGIES INC,1,11,2021-05-21,2024-12-31,True,True,100
us.21238,21238,PLDR,PUTNAM ETF TRUST,4,73,2021-05-27,2024-12-31,True,False,100
us.21239,21239,PFUT,PUTNAM ETF TRUST,4,73,2021-05-27,2024-12-31,True,False,100
us.21240,21240,PVAL,PUTNAM ETF TRUST,4,73,2021-05-27,2024-12-31,True,False,100
us.21241,21241,PGRO,PUTNAM ETF TRUST,4,73,2021-05-27,2024-12-31,True,False,100
us.21242,21242,PFIX,SIMPLIFY EXCHANGE TRADED FUNDS,4,73,2021-05-12,2024-12-31,True,False,100
us.21243,21243,SVOL,SIMPLIFY EXCHANGE TRADED FUNDS,4,73,2021-05-14,2024-12-31,True,False,100
us.21244,21244,AGOX,STARBOARD INVESTMENT TRUST,4,73,2021-05-11,2024-12-31,True,False,100
us.21245,21245,GOLY,STRATEGY SHARES,5,73,2021-05-19,2024-12-31,True,False,100
us.21246,21246,ACSI,TIDAL E T F TRUST,5,73,2021-05-25,2024-12-31,True,False,100
us.21247,21247,TRYP,TIDAL E T F TRUST,4,73,2021-05-14,2022-07-22,False,False,450
us.21248,21248,WKLY,TIDAL E T F TRUST,4,73,2021-05-12,2024-02-20,False,False,450
us.21249,21249,WDH,WATERDROP INC,1,31,2021-05-10,2024-12-31,True,False,100
us.21250,21250,HYIN,WISDOMTREE TRUST,5,73,2021-05-07,2024-12-31,True,False,100
us.21251,21251,NTSI,WISDOMTREE TRUST,4,73,2021-05-21,2024-12-31,True,False,100
us.21252,21252,NTSE,WISDOMTREE TRUST,4,73,2021-05-21,2024-12-31,True,False,100
us.21253,21253,OPA,MAGNUM OPUS ACQUISITION LTD,1,12,2021-05-18,2024-01-23,False,True,450
us.21254,21254,RKTA,ROCKET INTERNET GROWTH OPP CORP,1,12,2021-05-14,2023-03-24,False,True,450
us.21255,21255,ROSS,ROSS ACQUISITION CORP II,1,12,2021-05-04,2024-03-15,False,True,584
us.21256,21256,STRE,SUPERNOVA PRTNRS ACQ CO III LTD,1,12,2021-05-14,2023-03-24,False,True,450
us.21257,21257,VAL,VALARIS LTD,1,12,2021-05-04,2024-12-31,True,True,100
us.21259,21259,CSWC,CAPITAL SOUTHWEST CORP,3,14,2006-01-03,2024-12-31,True,True,100
us.21260,21260,GROV,GROVE COLLABORATIVE HOLDINGS INC,1,11,2021-05-14,2024-12-31,True,True,100
us.21261,21261,SMWB,SIMILARWEB LTD,1,12,2021-05-13,2024-12-31,True,True,100
