code,permno,ticker,name,exchcd,shrcd,first_date,last_date,active,included,dlstcd
us.10001,10001,EGAS,GAS NATURAL INC,2,11,2006-01-03,2017-08-03,False,True,233
us.10002,10002,BTFG,BANCTRUST FINANCIAL GROUP INC,3,11,2006-01-03,2013-02-15,False,True,231
us.10025,10025,AEPI,A E P INDUSTRIES INC,3,11,2006-01-03,2017-01-20,False,True,241
us.10026,10026,JJSF,J & J SNACK FOODS CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.10028,10028,ELA,ENVELA CORP,2,11,2006-01-03,2024-12-31,True,True,100
us.10032,10032,PLXS,PLEXUS CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.10042,10042,CAU,CANYON RESOURCES CORP,2,11,2006-01-03,2008-03-18,False,True,232
us.10044,10044,RMCF,ROCKY MOUNTAIN CHOC FAC INC NEW,3,11,2006-01-03,2024-12-31,True,True,100
us.10051,10051,HNGR,HANGER INC,1,11,2006-01-03,2022-09-30,False,True,233
us.10056,10056,NMIL,NEWMIL BANCORP INC,3,11,2006-01-03,2006-10-06,False,True,231
us.10065,10065,ADX,ADAMS EXPRESS CO,1,14,2006-01-03,2024-12-31,True,True,100
us.10066,10066,FKWL,FRANKLIN WIRELESS CORP,3,11,2021-03-30,2024-12-31,True,True,100
us.10078,10078,JAVA,SUN MICROSYSTEMS INC,3,11,2006-01-03,2010-01-26,False,True,233
us.10085,10085,UCI,U I C I,1,11,2006-01-03,2006-04-04,False,True,233
us.10092,10092,KDE,4 KIDS ENTERTAINMENT INC,1,11,2006-01-03,2010-05-28,False,True,560
us.10100,10100,ALRN,AMERICAN LEARNING CORP NY,3,11,2006-01-03,2013-03-22,False,True,552
us.10104,10104,ORCL,ORACLE CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.10107,10107,MSFT,MICROSOFT CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.10113,10113,AADR,ADVISORSHARES TRUST,3,73,2010-07-22,2024-12-31,True,False,100
us.10116,10116,ACUR,ACURA PHARMACEUTICALS INC,3,11,2008-02-05,2017-02-22,False,True,551
us.10119,10119,TW,21ST CENTURY INSURANCE GROUP,1,11,2006-01-03,2007-09-27,False,True,233
us.10137,10137,AYE,ALLEGHENY ENERGY INC,1,11,2006-01-03,2011-02-25,False,True,231
us.10138,10138,TROW,T ROWE PRICE GROUP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10143,10143,OSIP,O S I PHARMACEUTICALS INC,3,11,2006-01-03,2010-06-08,False,True,233
us.10145,10145,HON,HONEYWELL INTERNATIONAL INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10147,10147,EMC,E M C CORP MA,1,11,2006-01-03,2016-09-06,False,True,241
us.10151,10151,AGLS,ADVISORSHARES TRUST,4,73,2010-07-12,2015-08-07,False,False,450
us.10158,10158,AMRC,AMERESCO INC,1,11,2010-07-23,2024-12-31,True,True,100
us.10163,10163,XRIT,X RITE INC,3,11,2006-01-03,2012-05-14,False,True,233
us.10180,10180,AKRX,AKORN INC,3,11,2006-01-03,2020-05-29,False,True,574
us.10182,10182,TECD,TECH DATA CORP,3,11,2006-01-03,2020-06-29,False,True,233
us.10200,10200,RGEN,REPLIGEN CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.10201,10201,AT,ATLANTIC POWER CORP,1,12,2010-07-26,2021-05-14,False,True,233
us.10205,10205,LSBX,L S B CORP,3,11,2006-01-03,2010-11-30,False,True,233
us.10207,10207,FUND,SPROTT FOCUS TRUST INC,3,14,2006-01-03,2024-12-31,True,True,100
us.10211,10211,WES,WESTCORP INC,1,11,2006-01-03,2006-02-28,False,True,231
us.10220,10220,BWXT,B W X TECHNOLOGIES INC,1,11,2010-08-03,2024-12-31,True,True,100
us.10223,10223,CIS,CAMELOT INFORMATION SYSTEMS INC,1,31,2010-07-22,2014-03-27,False,False,233
us.10225,10225,BEAM,BEAM INC,1,11,2006-01-03,2014-04-30,False,True,233
us.10232,10232,ESBK,ELMIRA SAVINGS BANK NY,3,11,2006-01-04,2022-05-13,False,True,233
us.10238,10238,GLK,GREAT LAKES BANCORP INC NEW,1,11,2006-01-03,2008-02-15,False,True,241
us.10239,10239,PTVCB,PROTECTIVE INSURANCE CORP,3,11,2006-01-03,2021-05-28,False,True,233
us.10252,10252,INDB,INDEPENDENT BANK CORP MA,3,11,2006-01-03,2024-12-31,True,True,100
us.10253,10253,DSS,D S S INC,2,11,2006-01-03,2024-12-31,True,True,100
us.10257,10257,DLHC,D L H HOLDINGS CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.10258,10258,CLDX,CELLDEX THERAPEUTICS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10259,10259,SIGM,SIGMA DESIGNS INC,3,11,2006-01-03,2018-08-24,False,True,570
us.10271,10271,MASB,MASSBANK CORP,3,11,2006-01-03,2008-09-03,False,True,233
us.10272,10272,TKLC,TEKELEC,3,11,2006-01-03,2012-01-27,False,True,233
us.10290,10290,HGIC,HARLEYSVILLE GROUP INC,3,11,2006-01-03,2012-04-30,False,True,233
us.10294,10294,HVTA,HAVERTY FURNITURE COS INC,1,11,2006-01-03,2024-12-31,True,True,100
us.10297,10297,LSBG,LAKE SUNAPEE BANK GROUP,3,11,2006-01-03,2017-01-13,False,True,231
us.10299,10299,LLTC,LINEAR TECHNOLOGY CORP,3,11,2006-01-03,2017-03-10,False,True,241
us.10302,10302,CY,CYPRESS SEMICONDUCTOR CORP,3,11,2006-01-03,2020-04-15,False,True,233
us.10304,10304,AMFI,AMCORE FINANCIAL INC,3,11,2006-01-03,2010-04-23,False,True,574
us.10308,10308,TMP,TOMPKINS FINANCIAL CORP,2,11,2006-01-03,2024-12-31,True,True,100
us.10318,10318,BCPC,BALCHEM CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.10324,10324,GENZ,GENZYME CORP,3,11,2006-01-03,2011-04-08,False,True,261
us.10333,10333,XOMA,XOMA ROYALTY CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.10342,10342,IMDC,INAMED CORP,3,11,2006-01-03,2006-03-22,False,True,231
us.10353,10353,SXCL,STEEL EXCEL INC,3,11,2006-01-03,2016-03-31,False,True,570
us.10355,10355,DJCO,DAILY JOURNAL CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.10362,10362,BUTLE,BUTLER INTERNATIONAL INC NEW,3,11,2006-01-03,2006-04-10,False,True,580
us.10363,10363,AMAG,A M A G PHARMACEUTICALS INC,3,11,2006-01-03,2020-11-13,False,True,233
us.10371,10371,CLZR,CANDELA CORP,3,11,2006-01-03,2010-01-05,False,True,231
us.10375,10375,TCF,T C F FINANCIAL CORP,1,11,2006-01-03,2019-07-31,False,True,231
us.10382,10382,ASTE,ASTEC INDUSTRIES INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10383,10383,CYTO,CYTOGEN CORP,3,11,2006-01-03,2008-05-08,False,True,233
us.10395,10395,NAVG,NAVIGATORS GROUP INC,3,11,2006-01-03,2019-05-22,False,True,233
us.10397,10397,WERN,WERNER ENTERPRISES INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10404,10404,DINE,REWARDS NETWORK INC,3,11,2006-01-03,2010-12-14,False,True,233
us.10421,10421,SKYW,SKYWEST INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10443,10443,FRPH,F R P HOLDINGS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10463,10463,REFR,RESEARCH FRONTIERS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10488,10488,ALGI,AMERICAN LOCKER GROUP,3,11,2006-01-03,2006-03-31,False,True,520
us.10501,10501,AMWD,AMERICAN WOODMARK CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.10507,10507,MDCI,MEDICAL ACTION INDUSTRIES INC,3,11,2006-01-03,2014-09-30,False,True,233
us.10514,10514,KSPN,KASPIEN HOLDINGS INC,3,11,2006-01-03,2023-06-09,False,True,584
us.10516,10516,ADM,ARCHER DANIELS MIDLAND CO,1,11,2006-01-03,2024-12-31,True,True,100
us.10517,10517,PRG,PROG HOLDINGS INC,1,11,2006-01-03,2024-12-31,True,True,100
us.10530,10530,VIVO,MERIDIAN BIOSCIENCE INC,3,11,2006-01-03,2023-01-30,False,True,233
us.10547,10547,CLFD,CLEARFIELD INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10550,10550,PDEX,PRO DEX INC COLO,3,11,2006-01-03,2024-12-31,True,True,100
us.10560,10560,ABY,ABITIBI CONSOLIDATED INC,1,12,2006-01-03,2007-10-26,False,True,231
us.10562,10562,SOV,SOVEREIGN BANCORP INC,1,11,2006-01-03,2009-01-29,False,True,231
us.10563,10563,HRZB,HORIZON FINANCIAL CORP WASH,3,11,2006-01-03,2010-01-08,False,True,574
us.10568,10568,SERV,SERVIDYNE INC,3,11,2006-01-04,2011-08-29,False,True,233
us.10574,10574,BNT,BENTLEY PHARMACEUTICALS INC,1,11,2006-01-03,2008-07-22,False,True,233
us.10586,10586,QUIP,QUIPP INC,3,11,2006-01-05,2008-06-02,False,True,233
us.10597,10597,FEP,FRANKLIN ELECTRONIC PUBLSHS INC,2,11,2006-01-03,2010-02-24,False,True,233
us.10606,10606,WTS,WATTS WATER TECHNOLOGIES INC,1,11,2006-01-03,2024-12-31,True,True,100
us.10623,10623,FRC,FIRST REPUBLIC BANK S F,1,11,2006-01-03,2007-09-21,False,True,233
us.10629,10629,FNB,F N B CORP PA,1,11,2006-01-03,2024-12-31,True,True,100
us.10638,10638,HNBC,HARLEYSVILLE NATIONAL CORP PA,3,11,2006-01-03,2010-04-09,False,True,231
us.10644,10644,TGX,THERAGENICS CORP,1,11,2006-01-03,2013-10-29,False,True,233
us.10645,10645,LAKE,LAKELAND INDUSTRIES INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10649,10649,PAMT,P A M T CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.10650,10650,AABC,ACCESS ANYTIME BANCORP,3,11,2006-01-03,2006-01-03,False,True,231
us.10656,10656,ACET,ACETO CORP,3,11,2006-01-03,2019-04-02,False,True,574
us.10657,10657,AD,ADVO INC,1,11,2006-01-03,2007-03-02,False,True,233
us.10659,10659,BRLI,BIO REFERENCE LABORATORIES INC,3,11,2006-01-03,2015-08-19,False,True,231
us.10661,10661,CYAN,CYANOTECH CORP,3,11,2006-01-03,2024-02-16,False,True,584
us.10667,10667,FSYS,FUEL SYSTEMS SOLUTIONS INC,3,11,2006-01-03,2016-06-01,False,True,231
us.10682,10682,UBMT,UNITED FINANCIAL CORP,3,11,2006-01-03,2007-02-05,False,True,231
us.10693,10693,EHC,ENCOMPASS HEALTH CORP,1,11,2006-10-27,2024-12-31,True,True,100
us.10696,10696,FI,FISERV INC,1,11,2006-01-03,2024-12-31,True,True,100
us.10709,10709,MANA,MANATRON INC,3,11,2006-01-03,2008-04-01,False,True,233
us.10769,10769,CEBK,CENTRAL BANCORP INC,3,11,2006-01-06,2012-11-09,False,True,241
us.10772,10772,SED,S E D INTERNATIONAL HOLDINGS INC,2,11,2011-03-02,2013-11-13,False,True,580
us.10777,10777,FCNCA,FIRST CITIZENS BANCSHARES INC NC,3,11,2006-01-03,2024-12-31,True,True,100
us.10779,10779,BKTI,B K TECHNOLOGIES CORP,2,11,2006-01-03,2024-12-31,True,True,100
us.10781,10781,BKSC,BANK SOUTH CAROLINA CORP,3,11,2006-01-03,2023-09-14,False,True,570
us.10785,10785,CAMD,CALIFORNIA MICRO DEVICES CORP,3,11,2006-01-03,2010-01-27,False,True,233
us.10812,10812,HTLD,HEARTLAND EXPRESS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10822,10822,GAN,GAINSCO INC,2,11,2006-01-03,2011-01-27,False,True,570
us.10825,10825,TSFG,SOUTH FINL GROUP INC,3,11,2006-01-03,2010-09-30,False,True,231
us.10838,10838,CYTR,CYTRX CORP,3,11,2006-01-03,2019-06-03,False,True,552
us.10843,10843,AGII,ARGONAUT GROUP INC,3,11,2006-01-03,2007-08-06,False,True,231
us.10853,10853,RENT,RENTRAK CORP,3,11,2006-01-03,2016-01-29,False,True,231
us.10860,10860,OSUR,ORASURE TECHNOLOGIES INC,3,11,2006-01-03,2024-12-31,True,True,100
us.10866,10866,CAL,CALERES INC,1,11,2006-01-03,2024-12-31,True,True,100
us.10874,10874,BC,BRUNSWICK CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.10881,10881,ANLT,ANALYTICAL SURVEYS INC,3,11,2006-01-03,2007-04-03,False,True,520
us.10886,10886,DXYN,DIXIE GROUP INC,3,11,2006-01-03,2024-10-02,False,True,584
us.10890,10890,UIS,UNISYS CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.10892,10892,WSFS,WSFS FINANCIAL CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.10901,10901,ITIC,INVESTORS TITLE CO,3,11,2006-01-03,2024-12-31,True,True,100
us.10909,10909,CERN,CERNER CORP,3,11,2006-01-03,2022-06-07,False,True,233
us.10913,10913,FFKT,FARMERS CAPITAL BANK CORP,3,11,2006-01-03,2018-08-20,False,True,241
us.10916,10916,CMTY,COMMUNITY BANKS INC PA,3,11,2006-01-03,2007-11-16,False,True,231
us.10924,10924,FPB,FOUNTAIN POWERBOAT INDS INC,2,11,2006-01-03,2009-02-06,False,True,560
us.10926,10926,FLAG,FLAG FINANCIAL CORP,3,11,2006-01-03,2006-12-08,False,True,233
us.10932,10932,WBS,WEBSTER FINANCIAL CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.10933,10933,MKL,MARKEL GROUP INC,1,11,2006-01-03,2024-12-31,True,True,100
us.10937,10937,CCDC,CONCORDE CAREER COLLEGES INC,3,11,2006-01-03,2006-08-31,False,True,233
us.10942,10942,CMVT,COMVERSE TECHNOLOGY INC,3,11,2006-01-03,2013-02-04,False,True,231
us.10952,10952,CDR,CEDAR REALTY TRUST INC,1,18,2006-01-03,2022-08-22,False,True,233
us.10966,10966,AXGN,AXOGEN INC,3,11,2013-08-12,2024-12-31,True,True,100
us.10974,10974,PLE,PINNACLE BANCSHARES INC,2,11,2006-01-05,2008-02-14,False,True,520
us.10984,10984,LEIX,LOWRANCE ELECTRONICS INC,3,11,2006-01-03,2006-03-13,False,True,233
us.10994,10994,NXXI,NUTRITION 21 INC,3,11,2006-01-03,2009-10-19,False,True,552
us.11003,11003,WPZ,WILLIAMS PARTNERS LP NEW,1,71,2010-07-30,2018-08-10,False,False,231
us.11006,11006,FLIC,FIRST LONG ISLAND CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.11018,11018,FBP,FIRST BANCORP P R,1,11,2006-01-03,2024-12-31,True,True,100
us.11038,11038,NWK,NETWORK EQUIPMENT TECHNOLOGIES,3,11,2006-01-03,2012-08-24,False,True,233
us.11043,11043,PMD,PSYCHEMEDICS CORP,3,11,2006-01-03,2024-12-12,False,True,570
us.11048,11048,EPG,ENVIRONMENTAL POWER CORP,3,11,2006-01-03,2010-04-23,False,True,552
us.11056,11056,STSA,STERLING FINANCIAL CORP WASH,3,11,2006-01-03,2014-04-17,False,True,241
us.11061,11061,GASX,DIREXION SHARES E T F TRUST,4,73,2010-07-15,2014-09-23,False,False,450
us.11077,11077,ASMI,A S M INTERNATIONAL N V,3,12,2006-01-03,2015-08-20,False,True,550
us.11081,11081,DELL,DELL INC,3,11,2006-01-03,2013-10-29,False,True,233
us.11082,11082,MRGO,MARGO CARIBE INC,3,11,2006-01-03,2006-10-02,False,True,520
us.11131,11131,ASBI,AMERIANA BANCORP,3,11,2006-01-03,2015-12-31,False,True,231
us.11132,11132,SYNO,SYNOVIS LIFE TECHNOLOGIES INC,3,11,2006-01-03,2012-02-14,False,True,233
us.11137,11137,PARL,PARLUX FRAGRANCES INC,3,11,2006-01-03,2012-04-18,False,True,241
us.11144,11144,AVD,AMERICAN VANGUARD CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.11153,11153,SOTK,SONO TEK CORP,3,11,2021-08-30,2024-12-31,True,True,100
us.11154,11154,PLAB,PHOTRONICS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11157,11157,AIM,AEROSONIC CORP DEL,2,11,2006-01-03,2013-06-10,False,True,233
us.11161,11161,JEN,JENNIFER CONVERTIBLES INC,2,11,2006-01-03,2010-03-05,False,True,560
us.11162,11162,MESA,MESA AIR GROUP INC NEV,3,11,2006-01-03,2010-01-13,False,True,574
us.11174,11174,CRMT,AMERICAS CAR MART INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11182,11182,GASL,DIREXION SHARES E T F TRUST,4,73,2010-07-15,2020-03-27,False,False,450
us.11183,11183,STIZ,SCIENTIFIC TECHNOLOGIES INC,3,11,2006-01-03,2006-09-12,False,True,233
us.11185,11185,MHG,MERITAGE HOSPITALITY GROUP INC,2,11,2006-01-03,2007-01-22,False,True,520
us.11196,11196,RETS,DIREXION SHARES E T F TRUST,4,73,2010-07-15,2012-09-05,False,False,450
us.11203,11203,ARGO,ARGO GROUP INTL HLDGS LTD,1,12,2006-01-03,2023-11-15,False,True,233
us.11208,11208,OFG,O F G BANCORP,1,11,2006-01-03,2024-12-31,True,True,100
us.11246,11246,CFNB,CALIFORNIA FIRST NATIONAL BANCOR,3,11,2006-01-03,2017-11-10,False,True,560
us.11264,11264,RETL,DIREXION SHARES E T F TRUST,4,73,2010-07-15,2024-12-31,True,False,100
us.11267,11267,CATO,CATO CORP NEW,1,11,2006-01-03,2024-12-31,True,True,100
us.11275,11275,KRMD,KORU MEDICAL SYSTEMS INC,3,11,2019-10-18,2024-12-31,True,True,100
us.11278,11278,SHRP,SHARPER IMAGE CORP,3,11,2006-01-03,2008-02-28,False,True,574
us.11285,11285,FBNC,FIRST BANCORP NC,3,11,2006-01-03,2024-12-31,True,True,100
us.11292,11292,ICCC,IMMUCELL CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.11293,11293,WSBC,WESBANCO INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11306,11306,AAII,ALABAMA AIRCRAFT INDUSTRIES INC,3,11,2006-01-04,2009-04-09,False,True,570
us.11308,11308,KO,COCA COLA CO,1,11,2006-01-03,2024-12-31,True,True,100
us.11343,11343,SAFM,SANDERSON FARMS INC,3,11,2006-01-03,2022-07-21,False,True,233
us.11347,11347,STXN,STRATEX NETWORKS INC,3,11,2006-01-03,2007-01-26,False,True,231
us.11348,11348,CNBKA,CENTURY BANCORP INC,3,11,2006-01-03,2021-11-12,False,True,233
us.11353,11353,TOPP,TOPPS COMPANY INC,3,11,2006-01-03,2007-10-12,False,True,233
us.11361,11361,ECT,E C A MARCELLUS TRUST I,1,71,2010-07-02,2020-07-30,False,False,552
us.11363,11363,SCIN,COLUMBIA E T F TRUST II,4,73,2010-07-08,2019-06-14,False,False,450
us.11368,11368,AIRT,AIR T INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11369,11369,UBSI,UNITED BANKSHARES INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11370,11370,ENV,ENVESTNET INC,1,11,2010-07-30,2024-11-22,False,True,233
us.11378,11378,CCC,CALGON CARBON CORP,1,11,2006-01-03,2018-03-08,False,True,233
us.11379,11379,DXLG,DESTINATION X L GROUP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11382,11382,SKS,SAKS INC,1,11,2006-01-03,2013-11-04,False,True,233
us.11384,11384,WLM,WELLMAN INC,1,11,2006-01-03,2007-12-07,False,True,552
us.11389,11389,FCTR,FIRST CHARTER CORP,3,11,2006-01-03,2008-06-06,False,True,241
us.11393,11393,SWTX,SOUTHWALL TECHNOLOGIES INC,3,11,2011-03-31,2011-11-28,False,True,233
us.11394,11394,THMO,THERMOGENESIS HOLDINGS INC,3,11,2006-01-03,2024-06-14,False,True,584
us.11396,11396,UNIB,UNIVERSITY BANCORP INC,3,11,2006-01-03,2009-01-09,False,True,570
us.11397,11397,WASH,WASHINGTON TRUST BANCORP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11402,11402,DRJ,DREAMS INC,2,11,2007-04-17,2012-06-06,False,True,233
us.11403,11403,CDNS,CADENCE DESIGN SYSTEMS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11404,11404,ED,CONSOLIDATED EDISON INC,1,11,2006-01-03,2024-12-31,True,True,100
us.11406,11406,SUR,C N A SURETY CORP,1,11,2006-01-03,2011-06-10,False,True,233
us.11407,11407,LIT,GLOBAL X FUNDS,4,73,2010-07-26,2024-12-31,True,False,100
us.11411,11411,CNXS,C N S INC,3,11,2006-01-03,2006-12-19,False,True,233
us.11415,11415,BRL,BARR PHARMACEUTICALS INC,1,11,2006-01-03,2008-12-22,False,True,241
us.11426,11426,XETA,XETA TECHNOLOGIES INC,3,11,2006-01-03,2011-05-31,False,True,233
us.11441,11441,NHLD,NATIONAL HOLDINGS CORP,3,11,2015-03-04,2021-02-25,False,True,233
us.11442,11442,CHCO,CITY HOLDING CO,3,11,2006-01-03,2024-12-31,True,True,100
us.11456,11456,ALAN,ALANCO TECHNOLOGIES INC,3,11,2006-01-03,2011-07-25,False,True,585
us.11478,11478,BRY,BERRY PETROLEUM CO,1,11,2006-01-03,2013-12-16,False,True,231
us.11481,11481,EBIX,EBIX INC,3,11,2006-01-03,2023-12-27,False,True,584
us.11486,11486,ANSL,ANSELL LTD,3,31,2006-01-03,2006-06-02,False,False,332
us.11493,11493,PFDC,PEOPLES BANCORP IN,3,11,2006-01-03,2008-03-27,False,True,570
us.11499,11499,CECO,C E C O ENVIRONMENTAL CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.11505,11505,BRAF,GLOBAL X FUNDS,4,73,2010-07-30,2015-10-08,False,False,450
us.11506,11506,FSBI,FIDELITY BANCORP INC,3,11,2006-01-03,2012-11-30,False,True,241
us.11509,11509,HRH,HILB ROGAL & HOBBS CO,1,11,2006-01-03,2008-10-01,False,True,241
us.11510,11510,BNHNA,BENIHANA INC,3,11,2006-01-03,2011-11-29,False,True,331
us.11511,11511,CPSH,C P S TECHNOLOGIES CORP,3,11,2015-01-16,2024-12-31,True,True,100
us.11513,11513,FFKY,FIRST FINANCIAL SERVICE CORP,3,11,2006-01-03,2014-12-31,False,True,231
us.11531,11531,FILE,FILENET CORP,3,11,2006-01-03,2006-10-12,False,True,233
us.11533,11533,FICO,FAIR ISAAC CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.11547,11547,CNMD,CONMED CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.11552,11552,CELG,CELGENE CORP,3,11,2006-01-03,2019-11-20,False,True,244
us.11565,11565,HBNC,HORIZON BANCORP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11581,11581,EPAC,ENERPAC TOOL GROUP CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.11587,11587,ATRI,ATRION CORP,3,11,2006-01-03,2024-08-20,False,True,233
us.11593,11593,SNFCA,SECURITY NATIONAL FINANCIAL CORP,3,11,2006-01-03,2024-12-31,True,True,100
us.11599,11599,ACO,AMCOL INTERNATIONAL CORP,1,11,2006-01-03,2014-05-09,False,True,233
us.11600,11600,XRAY,DENTSPLY SIRONA INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11607,11607,DCN,DANA CORP,1,11,2006-01-03,2006-03-03,False,True,520
us.11618,11618,FAST,FASTENAL CO,3,11,2006-01-03,2024-12-31,True,True,100
us.11622,11622,PZA,PROVENA FOODS INC,2,11,2006-01-03,2006-12-15,False,True,231
us.11625,11625,MBLA,NATIONAL MERCANTILE BANCORP,3,11,2006-01-04,2007-03-12,False,True,231
us.11628,11628,CPF,CENTRAL PACIFIC FINANCIAL CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.11634,11634,RBNC,REPUBLIC BANCORP,3,11,2006-01-03,2006-12-29,False,True,233
us.11636,11636,HRTX,HERON THERAPEUTICS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11638,11638,LABL,MULTI COLOR CORP,3,11,2006-01-03,2019-07-01,False,True,233
us.11641,11641,AIRM,AIR METHODS CORP,3,11,2006-01-03,2017-04-20,False,True,233
us.11644,11644,CRK,COMSTOCK RESOURCES INC,1,11,2006-01-03,2024-12-31,True,True,100
us.11648,11648,BRAQ,GLOBAL X FUNDS,4,73,2010-07-09,2017-10-06,False,False,450
us.11652,11652,HARL,HARLEYSVILLE SAVINGS FINAN CORP,3,11,2006-01-03,2012-12-26,False,True,585
us.11654,11654,NAII,NATURAL ALTERNATIVES INTL INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11656,11656,CADA,CAM COMM SOLUTIONS INC,3,11,2006-01-03,2008-08-14,False,True,233
us.11663,11663,HLD,HAROLDS STORES INC,2,11,2006-01-03,2006-07-24,False,True,570
us.11664,11664,GDOT,GREEN DOT CORP,1,11,2010-07-23,2024-12-31,True,True,100
us.11674,11674,DTE,D T E ENERGY CO,1,11,2006-01-03,2024-12-31,True,True,100
us.11681,11681,GXY,GALAXY NUTRITIONAL FOODS INC,2,11,2006-01-03,2006-05-05,False,True,584
us.11691,11691,MATX,MATSON INC,1,11,2006-01-03,2024-12-31,True,True,100
us.11701,11701,IMKTA,INGLES MARKETS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11703,11703,DD,DU PONT E I DE NEMOURS & CO,1,11,2006-01-03,2017-08-31,False,True,231
us.11705,11705,LARL,LAUREL CAPITAL GROUP INC,3,11,2006-01-03,2006-08-25,False,True,231
us.11707,11707,CBM,CAMBREX CORP,1,11,2006-01-03,2019-12-03,False,True,233
us.11713,11713,PTA,PENN TREATY AMERICAN CORP,1,11,2006-01-03,2008-10-02,False,True,584
us.11731,11731,AIN,ALBANY INTERNATIONAL CORP NEW,1,11,2006-01-03,2024-12-31,True,True,100
us.11739,11739,ACEL,ALFACELL CORP,3,11,2006-01-03,2009-01-05,False,True,552
us.11745,11745,NLN,NATIONAL LAMPOON INC NEW,2,11,2006-01-03,2008-12-12,False,True,584
us.11748,11748,DGICB,DONEGAL GROUP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11750,11750,RBPAA,ROYAL BANCSHARES PA INC,3,11,2006-01-03,2017-12-14,False,True,231
us.11752,11752,COHR,COHERENT CORP,1,11,2006-01-03,2024-12-31,True,True,100
us.11754,11754,EK,EASTMAN KODAK CO,1,11,2006-01-03,2012-01-18,False,True,552
us.11762,11762,ETN,EATON CORP PLC,1,12,2006-01-03,2024-12-31,True,True,100
us.11775,11775,JOUT,JOHNSON OUTDOORS INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11781,11781,TIGR,TIGERLOGIC CORP,3,11,2006-01-03,2015-10-08,False,True,570
us.11786,11786,SIVB,S V B FINANCIAL GROUP,3,11,2006-01-03,2023-03-09,False,True,584
us.11790,11790,ALCO,ALICO INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11803,11803,MITK,MITEK SYSTEMS INC,3,11,2011-07-15,2024-12-31,True,True,100
us.11809,11809,CLH,CLEAN HARBORS INC,1,11,2006-01-03,2024-12-31,True,True,100
us.11814,11814,AXUT,ISHARES TRUST,4,73,2010-07-19,2014-03-25,False,False,450
us.11823,11823,PBKS,PROVIDENT BANKSHARES CORP,3,11,2006-01-03,2009-05-22,False,True,231
us.11825,11825,CYBE,CYBEROPTICS CORP,3,11,2006-01-03,2022-11-03,False,True,233
us.11839,11839,MFLR,MAYFLOWER BANCORP INC,3,11,2006-01-03,2013-11-15,False,True,241
us.11844,11844,CTBI,COMMUNITY TRUST BANCORP INC,3,11,2006-01-03,2024-12-31,True,True,100
us.11845,11845,WPP,W P P PLC NEW,1,31,2006-01-03,2024-12-31,True,False,100
us.11847,11847,FFHS,FIRST FRANKLIN CORP,3,11,2006-01-03,2011-03-16,False,True,233
us.11850,11850,XOM,EXXON MOBIL CORP,1,11,2006-01-03,2024-12-31,True,True,100
