date,prev_close,open,high,low,close,volume,value
20170627,6111.6406,6109.3701,6128.3768,6089.6802,6113.1658,6229508900,75535204100.0
20170628,6113.1658,6102.2283,6110.3484,6075.1424,6086.2112,6000342800,70841323200.0
20170629,6086.2112,6089.9202,6132.2451,6089.9202,6116.9932,5752817700,70177751400.0
20170630,6116.9932,6101.3648,6139.0677,6090.2523,6138.1556,5300728400,65717759900.0
20170703,6138.1556,6142.1711,6177.3953,6129.8406,6177.3953,6325096800,73545780600.0
20170704,6177.3953,6169.0335,6170.852,6134.8792,6146.8527,6265406300,76091563300.0
20170705,6146.8527,6135.713,6193.9641,6127.5143,6193.9641,6804834600,82328047300.0
20170706,6193.9641,6187.4304,6211.9654,6149.9308,6201.6535,8283490600,97579328000.0
20170707,6201.6535,6182.4538,6229.8309,6176.7431,6226.0108,7865485300,93040247900.0
20170710,6226.0108,6221.5252,6236.2921,6189.0004,6206.5568,8978513700,103887594500.0
20170711,6206.5568,6194.6164,6202.2032,6128.9942,6128.9942,7644665500,90152612300.0
20170712,6128.9942,6124.9574,6143.7984,6050.6501,6132.9922,7499959200,88823545700.0
20170713,6132.9922,6134.7513,6172.6827,6124.3599,6149.9337,7860829500,95616279700.0
20170714,6149.9337,6143.3257,6143.4587,6107.9089,6128.7397,6637174800,80725731400.0
20170717,6128.7397,6108.452,6108.452,5860.78,5876.4592,10087736100,112307084000.0
20170718,5876.4592,5854.072,5938.4342,5842.9557,5938.4342,7656432300,83831518500.0
20170719,5938.4342,5928.0076,6059.5323,5917.6696,6059.3582,10230830700,108131104000.0
20170720,6059.3582,6052.5111,6120.1918,6046.4096,6099.2835,9329478600,105128424500.0
20170721,6099.2835,6089.6581,6136.9731,6080.5615,6126.1083,8259538600,96504794000.0
20170724,6126.1083,6121.3267,6171.8185,6117.2961,6167.1282,9729992400,114327774200.0
20170725,6167.1282,6159.4123,6170.6462,6113.5608,6153.5984,8866096500,102011926200.0
20170726,6153.5984,6151.8543,6162.8805,6111.038,6146.7028,8818194400,105036402800.0
20170727,6146.7028,6136.9603,6192.9383,6105.962,6184.0207,10340443200,120582909800.0
20170728,6184.0207,6170.6584,6229.0561,6165.9919,6215.4633,8646029500,104839452400.0
20170731,6215.4633,6214.6567,6299.8004,6208.461,6298.0004,11330507200,129740919200.0
20170801,6298.0004,6293.0559,6299.1562,6261.2848,6286.5362,10047086000,116176958200.0
20170802,6286.5362,6289.2453,6313.5062,6248.3556,6251.8627,11340833700,131973559300.0
20170803,6251.8627,6240.1518,6288.4352,6236.66,6261.9676,9943807300,112340874300.0
20170804,6261.9676,6258.8472,6297.1163,6224.2026,6225.1151,12516972400,139229334800.0
20170807,6225.1151,6227.5184,6304.2674,6217.2893,6303.4209,10790553600,113313990700.0
20170808,6303.4209,6302.0261,6322.4694,6281.6178,6303.716,11977507800,130536774000.0
20170809,6303.716,6296.115,6340.3754,6285.0247,6340.022,11458938400,123111965700.0
20170810,6340.022,6322.8308,6341.4803,6246.658,6289.2174,11209006200,127245451200.0
20170811,6289.2174,6242.4877,6275.8931,6153.6005,6161.1903,11723442900,130819848700.0
20170814,6161.1903,6165.1298,6293.3517,6165.1298,6292.6418,8916855800,112483107100.0
20170815,6292.6418,6291.1835,6316.1989,6283.5442,6314.7608,8202313400,106822262100.0
20170816,6314.7608,6307.1705,6323.5599,6268.1876,6318.7986,8906007900,112494438800.0
20170817,6318.7986,6327.0275,6366.2517,6312.8892,6366.034,9808273600,118680227000.0
20170818,6366.034,6324.8974,6361.9716,6313.1511,6347.7557,9117455400,111490643500.0
20170821,6347.7557,6354.0964,6404.0497,6354.0107,6403.7803,8592585300,104989756300.0
20170822,6403.7803,6396.9258,6398.5649,6362.4094,6375.9814,8852143700,115970744500.0
20170823,6375.9814,6359.7757,6371.3,6310.0102,6322.7819,7509805700,93554456800.0
20170824,6322.7819,6322.6281,6329.0305,6267.2324,6278.59,6709818700,85847756000.0
20170825,6278.59,6274.3511,6358.8868,6274.3511,6346.5305,7548845000,94604737100.0
20170828,6346.5305,6348.87,6442.3999,6348.87,6424.5841,9432256900,122602927300.0
20170829,6424.5841,6420.5677,6439.0793,6393.4761,6408.1567,8719518300,110744122200.0
20170830,6408.1567,6405.8963,6462.7571,6405.8963,6453.4636,9500062500,114793779100.0
20170831,6453.4636,6451.517,6470.9433,6429.7427,6470.4259,9049156900,110200898100.0
20170901,6470.4259,6472.9476,6530.8989,6466.1264,6526.5046,12040496200,139932421800.0
20170904,6526.5046,6530.5086,6566.1014,6519.7882,6564.6804,11991020300,143773303500.0
20170905,6564.6804,6561.6726,6576.5616,6528.1132,6571.8591,9461328700,119282837400.0
20170906,6571.8591,6550.0614,6610.7452,6540.8253,6607.1176,10541894500,136156265200.0
